26735,105167,157047,101702,175490,iMentor NYC,Bridges,2017,Class 6,College Ready,10/12/2015,,,Match Open,,
29231,105169,178741,96256,170430,iMentor NYC,Lyons,2019,Class 3,College Ready,2/2/2016,,,Match Open,,
28799,105170,178742,101521,175327,iMentor NYC,Lyons,2019,Class 1,College Ready,12/8/2015,,,Match Open,,
28924,105171,178743,103418,177120,iMentor NYC,Lyons,2019,Class 1,College Ready,12/10/2015,,,Match Open,,
28922,105172,178744,106229,179742,iMentor NYC,Lyons,2019,Class 1,College Ready,12/10/2015,,,Match Open,,
28797,105174,178746,102008,175780,iMentor NYC,Lyons,2019,Class 1,College Ready,12/8/2015,,,Match Open,,
28181,105175,178747,97255,171395,iMentor NYC,IHSL,2017,Class 4,College Transition,11/11/2015,,,Match Open,,
28182,105178,178750,106725,180158,iMentor NYC,IHSL,2017,Class 3,College Transition,11/11/2015,,,Match Open,,
28199,105179,178751,102465,176208,iMentor NYC,IHSL,2017,Class 3,College Transition,11/11/2015,,,Match Open,,
28230,105180,178752,105074,178660,iMentor NYC,IHSL,2017,Class 2,College Transition,11/11/2015,11/17/2015,5,Match Closed,Mentor can no longer participate,Unable to meet program requirements
28094,105181,178753,88796,164041,iMentor NYC,IHSL,2017,Class 3,College Transition,11/10/2015,,,Match Open,,
28955,105182,178754,100474,174324,iMentor NYC,BLA II,2019,Class 4,College Ready,12/16/2015,,,Match Open,,
28954,105183,178755,103091,176809,iMentor NYC,BLA II,2019,Class 2,College Ready,12/16/2015,,,Match Open,,
28437,105185,178757,98150,168487,iMentor NYC,BLA II,2019,Class 2,College Ready,11/17/2015,11/17/2015,0,Match Closed,Mentor can no longer participate,Schedule Conflict
28189,105186,178758,102556,176281,iMentor NYC,IHSL,2017,Class 3,College Transition,11/11/2015,12/8/2015,26,Match Closed,Mentee can no longer participate,Dropped out of school
28209,105187,178759,98260,172280,iMentor NYC,IHSL,2017,Class 1,College Transition,11/11/2015,,,Match Open,,
29213,105189,178761,109928,174690,iMentor NYC,BLA II,2019,Class 4,College Ready,1/29/2016,,,Match Open,,
28461,105192,178764,100297,174155,iMentor NYC,BLA II,2019,Class 4,College Ready,11/17/2015,,,Match Open,,
29010,105193,178765,108404,181568,iMentor NYC,BLA II,2019,Class 4,College Ready,12/23/2015,,,Match Open,,
28368,105194,178766,105603,179152,iMentor NYC,BLA II,2019,Class 2,College Ready,11/13/2015,,,Match Open,,
28382,105196,178768,104405,178040,iMentor NYC,BLA II,2019,Class 2,College Ready,11/13/2015,6/30/2016,229,Match Closed,Mentor can no longer participate,Mentor moved
28409,105197,178769,107498,180844,iMentor NYC,BLA II,2019,Class 2,College Ready,11/16/2015,,,Match Open,,
28125,105198,178770,99560,173459,iMentor NYC,IHSL,2017,Class 2,College Transition,11/10/2015,,,Match Open,,
28106,105199,178771,98790,172721,iMentor NYC,IHSL,2017,Class 4,College Transition,11/10/2015,,,Match Open,,
28428,105201,178773,99304,173222,iMentor NYC,BLA II,2019,Class 4,College Ready,11/16/2015,,,Match Open,,
29177,105204,178776,107255,180638,iMentor NYC,BLA II,2019,Class 4,College Ready,1/19/2016,,,Match Open,,
28416,105205,178777,98730,172663,iMentor NYC,BLA II,2019,Class 3,College Ready,11/16/2015,,,Match Open,,
28193,105207,178779,107291,165576,iMentor NYC,IHSL,2017,Class 2,College Transition,11/11/2015,11/11/2015,0,Match Closed,Mentor can no longer participate,Unsatisfactory experience
28462,105209,178781,100416,174271,iMentor NYC,BLA II,2019,Class 4,College Ready,11/17/2015,,,Match Open,,
28115,105210,178782,104120,177789,iMentor NYC,IHSL,2017,Class 2,College Transition,11/10/2015,,,Match Open,,
28459,105211,178783,95560,169892,iMentor NYC,BLA II,2019,Class 2,College Ready,11/17/2015,6/30/2016,225,Match Closed,Mentor can no longer participate,Unsatisfactory experience
28388,105212,178784,107124,180516,iMentor NYC,BLA II,2019,Class 4,College Ready,11/13/2015,,,Match Open,,
28098,105213,178785,104739,178342,iMentor NYC,IHSL,2017,Class 1,College Transition,11/10/2015,,,Match Open,,
28457,105214,178786,104606,178216,iMentor NYC,BLA II,2019,Class 3,College Ready,11/17/2015,,,Match Open,,
29011,105218,178790,108903,181973,iMentor NYC,BLA II,2019,Class 2,College Ready,12/23/2015,3/1/2016,69,Match Closed,Mentee can no longer participate,Moved / Transferred to another school
28092,105220,178792,99858,173747,iMentor NYC,IHSL,2017,Class 1,College Transition,11/10/2015,8/23/2016,287,Match Closed,Mentor can no longer participate,Mentor moved
28424,105221,178793,96547,170700,iMentor NYC,BLA II,2019,Class 3,College Ready,11/16/2015,,,Match Open,,
28217,105223,178795,95256,169656,iMentor NYC,IHSL,2017,Class 2,College Transition,11/11/2015,,,Match Open,,
28795,105226,178798,101859,175646,iMentor NYC,Lyons,2019,Class 1,College Ready,12/8/2015,,,Match Open,,
29086,105227,178799,97839,171942,iMentor NYC,FDA II,2018,Class 3,College Ready,1/10/2016,,,Match Open,,
28803,105229,178801,104441,178074,iMentor NYC,Lyons,2019,Class 3,College Ready,12/8/2015,,,Match Open,,
28926,105230,178802,105465,179026,iMentor NYC,Lyons,2019,Class 2,College Ready,12/10/2015,,,Match Open,,
28096,105231,178803,99872,173761,iMentor NYC,IHSL,2017,Class 2,College Transition,11/10/2015,,,Match Open,,
28346,105247,178816,107427,9423,iMentor NYC,FDA II,2019,Class 1,College Ready,11/12/2015,,,Match Open,,
28303,105249,178818,100123,173996,iMentor NYC,FDA II,2019,Class 1,College Ready,11/12/2015,9/29/2016,322,Match Closed,Mentor can no longer participate,Mentor moved
28298,105250,178819,102279,176031,iMentor NYC,FDA II,2019,Class 3,College Ready,11/12/2015,,,Match Open,,
28185,105251,178820,99324,173242,iMentor NYC,FDA II,2019,Class 4,College Ready,11/11/2015,,,Match Open,,
28344,105252,178821,97853,171956,iMentor NYC,FDA II,2019,Class 4,College Ready,11/12/2015,,,Match Open,,
28201,105253,178822,99610,173506,iMentor NYC,FDA II,2019,Class 3,College Ready,11/11/2015,,,Match Open,,
28300,105254,178823,98414,168799,iMentor NYC,FDA II,2019,Class 2,College Ready,11/12/2015,,,Match Open,,
28215,105258,178827,98522,172472,iMentor NYC,FDA II,2019,Class 2,College Ready,11/11/2015,3/3/2016,113,Match Closed,Mentee can no longer participate,Resistant to program
28698,105264,178832,107874,181155,iMentor NYC,MHSIS,2019,Class 1,College Ready,12/3/2015,,,Match Open,,
28612,105265,178833,105367,178931,iMentor NYC,MHSIS,2019,Class 3,College Ready,12/2/2015,,,Match Open,,
28203,105274,178840,105317,178880,iMentor NYC,IHSL,2017,Class 1,College Transition,11/11/2015,,,Match Open,,
28114,105275,178841,99004,172929,iMentor NYC,IHSL,2017,Class 3,College Transition,11/10/2015,,,Match Open,,
28246,105276,178842,107447,180796,iMentor NYC,IHSL,2017,Class 1,College Transition,11/11/2015,,,Match Open,,
28196,105277,178843,103551,177245,iMentor NYC,IHSL,2017,Class 4,College Transition,11/11/2015,9/12/2016,305,Match Closed,Mentee can no longer participate,Moved / Transferred to another school
28214,105278,178844,104534,178153,iMentor NYC,IHSL,2017,Class 3,College Transition,11/11/2015,,,Match Open,,
28103,105279,178845,98461,172445,iMentor NYC,IHSL,2017,Class 3,College Transition,11/10/2015,6/17/2016,219,Match Closed,Mentee can no longer participate,Resistant to program
28111,105280,178846,95642,169944,iMentor NYC,IHSL,2017,Class 4,College Transition,11/10/2015,,,Match Open,,
28165,105281,178847,104259,177911,iMentor NYC,IHSL,2017,Class 3,College Transition,11/11/2015,,,Match Open,,
28120,105282,178848,89248,164463,iMentor NYC,IHSL,2017,Class 2,College Transition,11/10/2015,,,Match Open,,
28110,105285,178851,99178,173099,iMentor NYC,IHSL,2017,Class 4,College Transition,11/10/2015,,,Match Open,,
29009,105286,178852,103867,177544,iMentor NYC,IHSL,2017,Class 2,College Transition,12/22/2015,2/22/2016,61,Match Closed,Mentor can no longer participate,Unsatisfactory experience
28176,105287,178853,103389,177091,iMentor NYC,IHSL,2017,Class 3,College Transition,11/11/2015,,,Match Open,,
28226,105288,178854,99313,173231,iMentor NYC,IHSL,2017,Class 2,College Transition,11/11/2015,,,Match Open,,
28227,105289,178855,104877,178467,iMentor NYC,IHSL,2017,Class 4,College Transition,11/11/2015,,,Match Open,,
28109,105290,178856,103881,177557,iMentor NYC,IHSL,2017,Class 3,College Transition,11/10/2015,,,Match Open,,
28219,105291,178857,102038,175809,iMentor NYC,IHSL,2017,Class 2,College Transition,11/11/2015,,,Match Open,,
